,url,title,context
0,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,活在片头的索大
1,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,好久没看到索大了
2,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,大佬们好啊
3,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,来晚两小时
4,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,本王子来追剧了，挤一挤让一让
5,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,海贼王已经没剧情了再拖了
6,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,中午好，上学了，所以来晚了
7,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,晚到27分钟，抱歉，罪过罪过
8,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,晚到失敬失敬
9,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,凡哥爱美丽
10,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,抱歉来晚了26小时
11,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,晚了三年，刚开始看的时候家里刚买了一台电脑液晶显示
12,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,兄弟们快点来啊
13,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,讲真对索隆来说打他很简单
14,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,索大掉线两年了
15,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,那个说自己最帅的别走
16,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,得赶快把主题曲听熟，不然要换了
17,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,明年能见到索大吗
18,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,每集都那么几个人说来晚了对不起来晚了
19,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,晚了一个小时
20,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,什么时候周末来个三集连放我会比中五百万还高兴
21,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,海贼王的这些主题曲都不错，反正蛮好听的
22,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,此生不悔入海贼，来世愿做同船人
23,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,明哥卡塔库里都是帅哥
24,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,索大还要多长时间啊
25,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,这集有索大
26,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,活在片头曲的索大
27,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,晚到4个多小时
28,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,这首歌很长的
29,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,准时啊兄弟们
30,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,吃大猪蹄子
31,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,海迷们好!
32,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,晚了三个小时
33,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,大妈凯多联手，路飞该找谁呢
34,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,漫画里出了个比五老星还大的人物
35,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,爱奇艺内部员工会不会多看几集阿
36,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,"养了一只狸猫,给它戴上鹿角和帽子,食物变成蓝波球…"
37,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,明哥好像打了20多集
38,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,啦啦啦，什么时候出海，什么时候能看到索罗
39,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,索隆都要切腹了
40,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,路飞要死去了
41,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,那个说龙珠才是人气王的别走，龙珠凉了，世界观崩塌了
42,https://www.iqiyi.com/v_19rqzi1f7s.html,海贼王,，，，，不得不说，，这实力还要买副？？
